Date,Actual,Predicted_Close,Lower_CI,Upper_CI
2025-01-01,,0.3167856667091177,0.29599737618237054,0.3375739572358648
2025-01-02,,0.31078948156113945,0.27798792016815854,0.34359104295412035
2025-01-03,,0.3128513439852513,0.27148588315042355,0.354216804820079
2025-01-04,,0.3168312377922115,0.26838972183830895,0.36527275374611406
2025-01-05,,0.3172363375184008,0.262628211444934,0.3718444635918676
2025-01-06,,0.31741537852544394,0.2572695681337823,0.37756118891710555
2025-01-07,,0.3169738864256321,0.25175959049508595,0.3821881823561783
2025-01-08,,0.31844920887903605,0.24702393156679234,0.38987448619127973
2025-01-09,,0.31492498597439067,0.23745616314574672,0.39239380880303465
2025-01-10,,0.31748999989755117,0.23442776485504502,0.4005522349400573
2025-01-11,,0.3201042044840273,0.23180175206313247,0.40840665690492217
2025-01-12,,0.32204388984246274,0.22879524589430766,0.4152925337906178
2025-01-13,,0.3223740325125647,0.22442880786671685,0.42031925715841256
2025-01-14,,0.32153240641926445,0.21910704123864028,0.4239577715998886
2025-01-15,,0.32306458748203776,0.21596357298008523,0.4301656019839903
2025-01-16,,0.31991955298068125,0.2082554991784134,0.4315836067829491
2025-01-17,,0.3225617481852516,0.20651692702185298,0.43860656934865017
2025-01-18,,0.32496646190417827,0.2047002328067186,0.445232691001638
2025-01-19,,0.32714154611515367,0.2027971344875769,0.4514859577427304
2025-01-20,,0.3274948671321353,0.19920211649579783,0.4557876177684728
2025-01-21,,0.32659186220082814,0.19447045258136322,0.4587132718202931
2025-01-22,,0.3281327651303525,0.19206860918270768,0.4641969210779973
2025-01-23,,0.32504589650332394,0.1851016597022046,0.4649901333044433
2025-01-24,,0.3276999309853511,0.1839820875607296,0.4714177744099726
2025-01-25,,0.3300725097039217,0.1826775766225259,0.4774674427853175
2025-01-26,,0.3322837030890043,0.18130119625431484,0.48326620992369373
2025-01-27,,0.33264057956496107,0.17815414795054615,0.48712701117937596
2025-01-28,,0.3317281593832218,0.17381758903420225,0.4896387297322414
2025-01-29,,0.3332704002096886,0.1718273990072379,0.4947134014121394
2025-01-30,,0.33019245397824754,0.16525299614405337,0.4951319118124417
