Date,Actual,Predicted_Close,Lower_CI,Upper_CI
2025-01-01,,0.31603487971656286,0.2952313377852288,0.3368384216478969
2025-01-02,,0.31575217014346324,0.28322412352689963,0.34828021676002685
2025-01-03,,0.3158692822483345,0.2747116216182548,0.3570269428784142
2025-01-04,,0.31594042367107156,0.267448564059096,0.3644322832830471
2025-01-05,,0.3159159657258895,0.2608926541320754,0.37093927731970355
2025-01-06,,0.31590420180451684,0.25513152146827045,0.3766768821407632
2025-01-07,,0.3159094068079373,0.24992509067637342,0.38189372293950113
2025-01-08,,0.31590913231836815,0.24509737938633103,0.38672088525040527
2025-01-09,,0.3159073918897579,0.24057892560844568,0.39123585817107015
2025-01-10,,0.3159074297399425,0.23632152041488247,0.39549333906500256
2025-01-11,,0.3159076983043077,0.23228081206219275,0.39953458454642266
2025-01-12,,0.315907631072811,0.22842576841041445,0.40338949373520755
2025-01-13,,0.3159075993164235,0.2247335866850609,0.407081611947786
2025-01-14,,0.31590762702986414,0.22118528016773142,0.41062997389199685
2025-01-15,,0.31590763369118646,0.2177651117215681,0.41405015566080483
2025-01-16,,0.31590762895359764,0.2144601600313662,0.4173550978758291
2025-01-17,,0.31590762917422965,0.21125954096532676,0.4205557173831326
2025-01-18,,0.31590763022282164,0.20815394971084433,0.42366131073479896
2025-01-19,,0.3159076299678448,0.20513539004032028,0.4266798698953694
2025-01-20,,0.3159076297530034,0.2021969331583784,0.4296183263476284
2025-01-21,,0.31590762981352283,0.19933252171816007,0.4324827379088856
2025-01-22,,0.31590762983181775,0.1965368246098267,0.4352784350538088
2025-01-23,,0.3159076298110545,0.19380512182973383,0.4380101377923752
2025-01-24,,0.3159076298096392,0.19113321028852634,0.44068204933075206
2025-01-25,,0.3159076298140591,0.18851732767873838,0.44329793194937983
2025-01-26,,0.3159076298137666,0.1859540904593864,0.4458611691681468
2025-01-27,,0.3159076298130959,0.18344044254220182,0.44837481708398996
2025-01-28,,0.3159076298133659,0.18097361254537742,0.4508416470813544
2025-01-29,,0.31590762981349196,0.17855107799028572,0.45326418163669824
2025-01-30,,0.3159076298134263,0.1761705350909477,0.4556447245359049
