Date,Open,High,Low,Actual,Volume,Coin,Predicted_Close,Lower_CI,Upper_CI
2024-01-01,2282.870361328125,2352.327880859375,2267.01806640625,2352.327880859375,6906765990.0,ETH-USD,2234.4706667223363,1869.0371587192421,2606.666828897904
2024-01-02,2352.593505859375,2431.21240234375,2348.892333984375,2355.83642578125,12910543630.0,ETH-USD,2208.2166270035905,1829.4433712920768,2563.6016208489123
2024-01-03,2355.9814453125,2385.11767578125,2113.92529296875,2210.761962890625,19332933581.0,ETH-USD,2243.467204809522,1894.2346358623897,2579.261152129261
2024-01-04,2210.529052734375,2294.608154296875,2204.86572265625,2269.0380859375,11044564896.0,ETH-USD,2248.9916094348787,1886.408038141425,2622.8246446302032
2024-01-05,2269.409423828125,2276.7646484375,2209.537109375,2268.647216796875,10860953290.0,ETH-USD,2257.438833477671,1889.6771981144389,2613.4030041468955
2024-01-06,2269.5400390625,2271.359375,2219.781982421875,2241.624755859375,5970741680.0,ETH-USD,2278.4532365472605,1917.0476552270788,2651.950352865963
2024-01-07,2242.0126953125,2257.1279296875,2211.5625,2222.865966796875,6490053615.0,ETH-USD,2296.080503182571,1942.246703174546,2648.3575667746145
2024-01-08,2222.857666015625,2358.815673828125,2171.99365234375,2333.03271484375,13830287095.0,ETH-USD,2341.6812097409465,1973.008475802172,2682.3684871943374
2024-01-09,2332.8681640625,2369.6416015625,2243.21923828125,2344.8271484375,14891130716.0,ETH-USD,2315.427170022162,1979.6195097577088,2672.5833961716153
2024-01-10,2344.923583984375,2626.976806640625,2341.943115234375,2582.103515625,29042100476.0,ETH-USD,2350.67774782802,1972.8670359160824,2675.090305873056
2024-01-11,2584.171630859375,2687.779052734375,2567.99365234375,2619.619140625,22575246883.0,ETH-USD,2356.2021524533816,2012.2086390284694,2685.477914348865
2024-01-12,2619.177001953125,2710.421875,2460.925537109375,2524.460205078125,23623839263.0,ETH-USD,2364.6493764963116,2005.8967644173038,2695.0060147057884
2024-01-13,2522.933837890625,2589.079833984375,2498.594482421875,2576.597900390625,12250316867.0,ETH-USD,2385.6637795658144,2018.625397594139,2738.7769940917738
2024-01-14,2578.003662109375,2578.332275390625,2470.42431640625,2472.2412109375,9405587417.0,ETH-USD,2403.291046712992,2057.1645220735445,2744.396626734698
2024-01-15,2471.6669921875,2550.76904296875,2470.82080078125,2511.36376953125,9700630000.0,ETH-USD,2448.891753783096,2095.3956743301687,2809.834282590142
2024-01-16,2510.627197265625,2613.56689453125,2500.00390625,2587.691162109375,11063317095.0,ETH-USD,2422.637714576101,2056.6681883362194,2759.314183076226
2024-01-17,2587.044677734375,2592.737060546875,2508.432861328125,2528.369384765625,10441017520.0,ETH-USD,2457.8882928938087,2096.237788722298,2821.548346069716
2024-01-18,2528.59326171875,2546.263916015625,2426.135498046875,2467.018798828125,11900028080.0,ETH-USD,2463.412698030922,2097.248049327121,2844.6489702782437
2024-01-19,2468.68896484375,2501.30517578125,2414.7109375,2489.49853515625,11405278376.0,ETH-USD,2471.859922585688,2148.237185173855,2843.4074232295206
2024-01-20,2489.84765625,2489.84765625,2456.095703125,2469.589111328125,5297826161.0,ETH-USD,2492.8743261669433,2142.1874433699872,2848.88411765531
2024-01-21,2469.798583984375,2479.760498046875,2452.377685546875,2453.9130859375,4578471955.0,ETH-USD,2510.5015933140403,2141.377146986923,2855.907796044662
2024-01-22,2454.9873046875,2463.447265625,2303.502685546875,2310.826416015625,13923771728.0,ETH-USD,2556.102300384193,2217.218282151066,2929.0052381306664
2024-01-23,2310.95166015625,2348.03125,2167.282470703125,2240.68603515625,16182147521.0,ETH-USD,2529.8482611771697,2178.2317569830248,2910.1766706688763
2024-01-24,2241.749755859375,2261.384521484375,2197.65673828125,2233.561767578125,10134722960.0,ETH-USD,2565.098839494872,2199.52102038466,2901.2571286886737
2024-01-25,2233.969970703125,2240.380859375,2173.6865234375,2217.710205078125,9302247037.0,ETH-USD,2570.6232447331818,2226.1840434689066,2918.0034193241477
2024-01-26,2217.44189453125,2280.3837890625,2196.14013671875,2267.19970703125,9975117607.0,ETH-USD,2579.07046938922,2222.011354609074,2920.4518199802174
2024-01-27,2267.3193359375,2282.54443359375,2252.38525390625,2267.885986328125,5144367230.0,ETH-USD,2600.084873071766,2246.724770578418,2981.953676251163
2024-01-28,2268.19287109375,2306.898681640625,2242.683837890625,2257.208740234375,7296214994.0,ETH-USD,2617.712140320124,2261.5691784779333,2982.743578388558
2024-01-29,2256.995361328125,2320.02734375,2237.711669921875,2317.064208984375,8948195551.0,ETH-USD,2663.312847491486,2305.828545323442,3017.084110410594
2024-01-30,2317.435791015625,2388.87060546875,2298.281982421875,2344.49365234375,10173440062.0,ETH-USD,2637.058808385627,2299.3331597438114,3000.7136815130193
2024-01-31,2343.558837890625,2349.611328125,2264.443603515625,2282.54443359375,10807883277.0,ETH-USD,2672.309386804583,2298.0444524733775,3015.9601231095435
2024-02-01,2282.17529296875,2309.842529296875,2243.57177734375,2303.82470703125,8895583113.0,ETH-USD,2677.8337920431145,2321.33537121127,3049.530782862473
2024-02-02,2303.7060546875,2323.053466796875,2282.230224609375,2308.0380859375,7186143091.0,ETH-USD,2686.2810166989093,2337.9960817996825,3047.587890912827
2024-02-03,2307.980224609375,2327.346923828125,2293.5380859375,2296.038330078125,4647754021.0,ETH-USD,2707.2954203814315,2336.928074943246,3045.203637946251
2024-02-04,2296.116943359375,2309.01123046875,2272.304931640625,2289.546142578125,5438100035.0,ETH-USD,2724.9226876297666,2391.861276039148,3071.033671236639
2024-02-05,2289.20556640625,2334.6767578125,2270.06787109375,2298.888916015625,7277068110.0,ETH-USD,2770.5233948011896,2396.5664781541836,3121.5462783687835
2024-02-06,2298.955078125,2389.826171875,2296.78857421875,2372.201904296875,9520885493.0,ETH-USD,2744.2693557118264,2380.8736532663484,3092.514369849998
2024-02-07,2372.2626953125,2442.63623046875,2353.7060546875,2423.7451171875,9660628536.0,ETH-USD,2779.519934147257,2409.1473477663044,3137.811209876846
2024-02-08,2424.080078125,2459.556640625,2414.74951171875,2419.906494140625,9941841732.0,ETH-USD,2785.0443394022077,2405.977120790049,3133.346508595521
2024-02-09,2419.773681640625,2522.724609375,2419.36279296875,2487.515625,13634203177.0,ETH-USD,2793.4915640745776,2429.5128455820395,3159.9965172866177
2024-02-10,2487.650390625,2516.7197265625,2475.857666015625,2501.228271484375,6474444159.0,ETH-USD,2814.505967773504,2447.675995840422,3160.920139112501
2024-02-11,2501.1298828125,2537.67919921875,2495.21435546875,2507.570556640625,7347245813.0,ETH-USD,2832.1332350383786,2483.2422380704925,3158.003452733498
2024-02-12,2507.578857421875,2663.8427734375,2473.81201171875,2658.115966796875,13022696866.0,ETH-USD,2877.7339422262908,2539.8518698920993,3245.190403979385
2024-02-13,2659.586181640625,2686.455078125,2599.16943359375,2642.185302734375,18271237044.0,ETH-USD,2851.479903136914,2488.994526113043,3211.9054546113075
2024-02-14,2641.685302734375,2786.8935546875,2621.025390625,2777.90234375,21448973822.0,ETH-USD,2886.730481572404,2499.2746142547753,3248.707961339187
2024-02-15,2777.601318359375,2865.845458984375,2764.010498046875,2824.37890625,23734481937.0,ETH-USD,2892.254886827318,2512.361834700704,3268.530922063115
2024-02-16,2825.480712890625,2858.450439453125,2760.3310546875,2803.69140625,17057114638.0,ETH-USD,2900.702111499734,2571.146129318093,3291.202896925851
2024-02-17,2803.73583984375,2805.128662109375,2724.386962890625,2786.672607421875,17932379943.0,ETH-USD,2921.716515198623,2542.01872568316,3272.2551401269848
2024-02-18,2786.709716796875,2892.843505859375,2767.9130859375,2878.998046875,23355830478.0,ETH-USD,2939.3437820334343,2607.616809629199,3313.732286299697
2024-02-19,2881.296875,2983.37060546875,2860.263671875,2943.57470703125,15163110589.0,ETH-USD,2984.944488791289,2621.414767477879,3332.410002922059
2024-02-20,2944.1064453125,3031.5244140625,2879.9033203125,3013.503662109375,20341598470.0,ETH-USD,2958.6904492719445,2592.4266448466597,3297.344744914057
2024-02-21,3015.6533203125,3017.1904296875,2875.41845703125,2970.35546875,18897136867.0,ETH-USD,2993.941027277403,2638.3585414561953,3349.4620928661207
2024-02-22,2969.599853515625,3030.666015625,2907.109375,2971.00732421875,18058908246.0,ETH-USD,2999.4654321021503,2677.7793035740947,3382.955786075176
2024-02-23,2970.1396484375,2991.32958984375,2906.583740234375,2921.658203125,12822717059.0,ETH-USD,3007.9126563444725,2685.5369387374367,3361.5717980487975
2024-02-24,2921.962890625,3003.195068359375,2907.70068359375,2992.385986328125,10701688842.0,ETH-USD,3028.927059613482,2698.3861585923773,3364.372397121306
2024-02-25,2992.36669921875,3117.428955078125,2984.39306640625,3112.697265625,14620450464.0,ETH-USD,3046.5543264481867,2694.1625346084684,3393.6210485977026
2024-02-26,3112.529052734375,3197.375,3037.95458984375,3178.99365234375,17504464351.0,ETH-USD,3092.155033206116,2745.35698735908,3454.4632032809554
2024-02-27,3178.405029296875,3287.9580078125,3167.83056640625,3244.519287109375,21090315368.0,ETH-USD,3065.9009936867433,2717.113480754682,3428.6541237484516
2024-02-28,3243.893310546875,3485.450927734375,3201.575927734375,3385.703857421875,32885894265.0,ETH-USD,3101.1515716921294,2780.8477545624287,3469.76439616968
2024-02-29,3386.802734375,3518.96923828125,3303.9052734375,3341.919677734375,28469171094.0,ETH-USD,3106.20135553185,2745.2965505584734,3464.4826728742587
2024-03-01,3341.9658203125,3452.626220703125,3341.85107421875,3435.053955078125,16880101987.0,ETH-USD,3114.173958789069,2758.4326284777217,3480.7169392714136
2024-03-02,3436.1591796875,3459.747314453125,3398.89892578125,3422.0498046875,12024340617.0,ETH-USD,3134.7137410728415,2749.5912358638748,3478.6254117720637
2024-03-03,3422.875244140625,3491.16845703125,3372.214111328125,3490.99365234375,13643324467.0,ETH-USD,3151.8663869224197,2790.248614886817,3512.95305627057
2024-03-04,3489.340087890625,3641.459228515625,3446.017578125,3630.433837890625,26772963830.0,ETH-USD,3196.992472695179,2852.0538260991243,3565.4774178529715
2024-03-05,3631.928955078125,3828.15966796875,3224.119384765625,3554.964599609375,47706899137.0,ETH-USD,3170.2638121907003,2815.4932204617485,3507.470332219961
2024-03-06,3554.06787109375,3901.434326171875,3502.802490234375,3819.226318359375,34938642613.0,ETH-USD,3205.039769210834,2835.1690690648647,3581.522453983035
2024-03-07,3818.31103515625,3939.593994140625,3738.685302734375,3874.34765625,22457177587.0,ETH-USD,3210.089553050661,2861.4630112653767,3559.15814018993
2024-03-08,3874.830810546875,3998.826416015625,3828.36328125,3892.06103515625,26135487051.0,ETH-USD,3218.0621563078184,2872.914385139634,3583.4163294642235
2024-03-09,3892.119140625,3950.396484375,3880.658935546875,3915.4189453125,11926623780.0,ETH-USD,3238.601938591567,2872.2367855648754,3607.3389644480626
2024-03-10,3915.590576171875,3968.7236328125,3800.564453125,3881.193115234375,15783924355.0,ETH-USD,3255.7545844412584,2879.527738928499,3617.7209717661467
2024-03-11,3881.23779296875,4087.050048828125,3745.125244140625,4066.445068359375,28806262507.0,ETH-USD,3300.880670213957,2961.8334646770845,3656.3505705248863
2024-03-12,4066.6904296875,4092.2841796875,3831.889892578125,3980.273193359375,26917010932.0,ETH-USD,3266.5072712360598,2953.640518715029,3606.203672393412
2024-03-13,3980.26513671875,4083.00732421875,3936.627197265625,4006.45703125,22028114691.0,ETH-USD,3293.6384897828934,2948.329285021703,3656.366561861861
2024-03-14,4005.7451171875,4011.102783203125,3721.78857421875,3883.140380859375,25434810823.0,ETH-USD,3291.043535149294,2937.1673259729264,3647.7887673631694
2024-03-15,3882.85693359375,3928.775634765625,3571.774658203125,3735.22021484375,33505075433.0,ETH-USD,3291.3713999331085,2919.274279417076,3647.477860787372
2024-03-16,3736.10498046875,3780.89453125,3468.079345703125,3522.860107421875,20199855932.0,ETH-USD,3304.2664437435137,2959.7358940652757,3665.628604784562
2024-03-17,3523.02978515625,3676.263427734375,3414.17236328125,3642.4130859375,19938757095.0,ETH-USD,3313.774351119652,2961.4405825470503,3694.9052116036405
2024-03-18,3642.298828125,3642.4970703125,3456.09130859375,3517.985107421875,21162220224.0,ETH-USD,3351.2556984190487,2994.532533043977,3708.060493693727
2024-03-19,3518.34765625,3546.582275390625,3149.286865234375,3157.6181640625,34166976701.0,ETH-USD,3316.882299441113,2949.6236220419355,3695.6554244820336
2024-03-20,3158.396728515625,3534.826416015625,3059.65478515625,3513.39306640625,36605316331.0,ETH-USD,3344.013517988006,2993.758946638542,3696.2165201333273
2024-03-21,3514.017578125,3586.905029296875,3412.22265625,3492.9912109375,22213647922.0,ETH-USD,3341.418563354277,2979.0177413471874,3704.5464153285834
2024-03-22,3492.89794921875,3541.898193359375,3254.96923828125,3333.68798828125,20574952329.0,ETH-USD,3341.746428138133,2986.411519721901,3694.3093179354687
2024-03-23,3335.592529296875,3433.758056640625,3273.115478515625,3336.593994140625,13242137554.0,ETH-USD,3348.744402437893,3016.9695680380405,3709.08889019098
2024-03-24,3336.666015625,3470.344482421875,3301.27734375,3454.636474609375,12156660941.0,ETH-USD,3352.3552403036215,2993.9849316108002,3690.5679254695315
2024-03-25,3454.8857421875,3657.118896484375,3421.79052734375,3590.8837890625,18603921705.0,ETH-USD,3383.939518092386,3007.126857866016,3746.6790500514653
2024-03-26,3591.085205078125,3678.789794921875,3545.4287109375,3587.5048828125,18505553577.0,ETH-USD,3343.6690496038505,2983.7529617869654,3732.7328501417787
2024-03-27,3587.313720703125,3664.383056640625,3460.3935546875,3500.115234375,18753082145.0,ETH-USD,3364.903198640194,2999.947964291496,3707.7761823908427
2024-03-28,3500.216064453125,3609.705322265625,3465.332275390625,3561.2939453125,16419674157.0,ETH-USD,3356.4111744960137,3006.879000445995,3703.3268763049423
