Date,Open,High,Low,Actual,Volume,Coin,Predicted_Close,Lower_CI,Upper_CI
2024-01-01,0.0894730016589164,0.0920460000634193,0.0888380035758018,0.0920239984989166,298687049.0,DOGE-USD,0.06945371122266732,0.013516538299076572,0.1230127128849411
2024-01-02,0.0920369997620582,0.0943299978971481,0.0908040031790733,0.0912040024995803,496309010.0,DOGE-USD,0.06750919904583387,0.017593024253973646,0.1196660098929144
2024-01-03,0.0912050008773803,0.0920929983258247,0.0810180008411407,0.0820420011878013,1026941029.0,DOGE-USD,0.07117397501220271,0.01678071291034643,0.12104077772578266
2024-01-04,0.0820489972829818,0.0846550017595291,0.0815510004758834,0.0841310024261474,514230239.0,DOGE-USD,0.06984941251334931,0.016149121845050417,0.12097783426343481
2024-01-05,0.0841209962964057,0.084755003452301,0.0812349990010261,0.0827730000019073,547983037.0,DOGE-USD,0.0714918013373286,0.020180598210242203,0.12761941583068626
2024-01-06,0.0827730000019073,0.0827730000019073,0.078854002058506,0.0806640014052391,414677901.0,DOGE-USD,0.07324848604235268,0.02023024572599073,0.12733995013737118
2024-01-07,0.0806680023670196,0.0814739987254142,0.0776349976658821,0.0782250016927719,399266341.0,DOGE-USD,0.07512171378132881,0.021487840552180795,0.12424684228779138
2024-01-08,0.0782279968261718,0.0817169994115829,0.074972003698349,0.0813700035214424,603250657.0,DOGE-USD,0.07642478367297043,0.023643951850224935,0.12698091344925042
2024-01-09,0.0813779979944229,0.0821819975972175,0.077233001589775,0.0792630016803741,957047300.0,DOGE-USD,0.07448027149612992,0.023818209894899463,0.1241394506277036
2024-01-10,0.0792630016803741,0.0844499990344047,0.0766829997301101,0.0829420015215873,703451086.0,DOGE-USD,0.07814504746249748,0.02580652377963499,0.12854092107469497
2024-01-11,0.0829690024256706,0.0876350030303001,0.0823829993605613,0.0846249982714653,778110109.0,DOGE-USD,0.07682048496364122,0.024391303217950067,0.12963009748032794
2024-01-12,0.0846149995923042,0.085377998650074,0.0782470032572746,0.080045998096466,607108203.0,DOGE-USD,0.07846287378763084,0.02931419528397158,0.1279471688287721
2024-01-13,0.0800359994173049,0.0812600031495094,0.0789059996604919,0.0809229984879493,297741301.0,DOGE-USD,0.08021955849264445,0.03338154326848816,0.13378906854324893
2024-01-14,0.0809210017323494,0.0838240012526512,0.0798510015010833,0.0799779966473579,461353847.0,DOGE-USD,0.08209278621676035,0.030630687507846775,0.13377084837423736
2024-01-15,0.0799689963459968,0.0816370025277137,0.0799689963459968,0.0811249986290931,272657967.0,DOGE-USD,0.08339585609352533,0.03071614638944635,0.1355592407629809
2024-01-16,0.081105999648571,0.0822670012712478,0.0799899995326995,0.0813099965453147,328206882.0,DOGE-USD,0.08145134390181358,0.03046782983108096,0.13371510218323232
2024-01-17,0.0813120007514953,0.0815389975905418,0.0795560032129287,0.0805049985647201,261149597.0,DOGE-USD,0.08511611985331245,0.03572807784683768,0.13534800117157395
2024-01-18,0.0805089995265007,0.0806929990649223,0.0773990005254745,0.0779870003461837,314880990.0,DOGE-USD,0.08379155733958413,0.03558948867015883,0.13544585009589863
2024-01-19,0.0779879987239837,0.0787049978971481,0.07515200227499,0.0785359963774681,351038255.0,DOGE-USD,0.0854339461487083,0.03478136534058276,0.13590345861039563
2024-01-20,0.0785339996218681,0.0899979993700981,0.0782359987497329,0.0878880023956298,684267184.0,DOGE-USD,0.08719063083884869,0.03463963393033001,0.14012140781164392
2024-01-21,0.0878679975867271,0.0899920016527175,0.0848430022597312,0.0852729976177215,948730356.0,DOGE-USD,0.0890638585629523,0.03592740417356364,0.13534379876540628
2024-01-22,0.0852919965982437,0.0854159966111183,0.0801950022578239,0.0803409963846206,673330908.0,DOGE-USD,0.09036692843972624,0.04080961142726027,0.14261586160283504
2024-01-23,0.0803460031747818,0.081676997244358,0.0760909989476203,0.0781539976596832,555482191.0,DOGE-USD,0.08842241624801597,0.037942598872246505,0.13944929250246313
2024-01-24,0.0781570002436637,0.0805179998278617,0.0777499973773956,0.0790160000324249,372585722.0,DOGE-USD,0.09208719219951153,0.039258090681282005,0.14435501097754352
2024-01-25,0.0790160000324249,0.0791369974613189,0.0771929994225502,0.0779329985380172,292888748.0,DOGE-USD,0.09076262967412775,0.04198123947093927,0.14210968702486912
2024-01-26,0.0779289975762367,0.0802790001034736,0.0775950029492378,0.0799010023474693,283895680.0,DOGE-USD,0.09240501847160229,0.0378967504145689,0.1433161871371433
2024-01-27,0.0798830017447471,0.0806780010461807,0.0790710002183914,0.0801419988274574,212327663.0,DOGE-USD,0.09416170315009487,0.04148673182968701,0.1460962954976768
2024-01-28,0.0801400020718574,0.0813700035214424,0.0782919973134994,0.0788130015134811,257196385.0,DOGE-USD,0.09603493086254825,0.045385959893410426,0.14498588607450638
2024-01-29,0.0788130015134811,0.0828720033168792,0.0782229974865913,0.0812890008091926,540569157.0,DOGE-USD,0.09733800072767029,0.04774112418847949,0.15138906336626698
2024-01-30,0.0812999978661537,0.0821290016174316,0.0795930027961731,0.0797230005264282,333456483.0,DOGE-USD,0.0953934885243022,0.04464694552745697,0.14831248455649382
2024-01-31,0.0797289982438087,0.0802220031619072,0.0782139971852302,0.0787639990448951,307301569.0,DOGE-USD,0.09905826446414351,0.044987931027975894,0.1500904817702487
2024-02-01,0.0787630006670951,0.0797789990901947,0.077684000134468,0.0793270021677017,257042563.0,DOGE-USD,0.09773370193877434,0.04782794288172389,0.1514254215767458
2024-02-02,0.0793270021677017,0.0799010023474693,0.0786219984292984,0.0792329981923103,220161256.0,DOGE-USD,0.09937609073623277,0.050310626390828166,0.14862271226623308
